Temperature,Humidity,IAQ Index,Window
38.42,58.94,66,0
35.4,62.96,67,0
36.93,59.97,56,0
47.33,79.11,71,0
32.88,77.87,53,0
45.9,54.28,74,0
42.45,56.31,67,0
52.7,66.93,97,0
47.27,65.89,89,0
40.05,79.7,88,0
42.31,50.11,63,0
30.11,71.79,53,0
59.16,67.74,53,0
49.44,69.4,58,0
34.94,56.14,75,0
34.73,53.0,61,0
51.93,68.72,76,0
32.42,54.23,89,0
56.2,54.03,99,0
35.45,59.83,75,0
49.18,71.16,54,0
50.16,59.13,64,0
37.23,62.0,66,0
47.39,79.06,98,0
51.15,61.18,91,0
34.79,73.23,64,0
33.31,56.26,96,0
30.12,69.29,73,0
43.32,66.35,80,0
40.57,79.67,79,0
31.03,61.17,50,0
54.22,61.94,72,0
42.58,83.99,68,0
54.78,74.76,86,0
59.56,61.25,78,0
59.7,58.41,96,0
35.61,75.38,67,0
39.17,57.45,88,0
53.13,51.24,75,0
48.96,54.87,98,0
33.61,50.71,55,0
43.6,53.63,59,0
40.73,58.83,54,0
46.34,58.35,85,0
51.77,78.76,75,0
54.58,53.72,53,0
54.07,55.6,59,0
57.4,68.25,92,0
58.91,80.83,74,0
43.34,67.5,82,0
30.1,67.33,65,0
41.53,58.13,54,0
43.76,72.0,85,0
43.4,61.27,89,0
36.73,57.46,54,0
54.25,55.03,85,0
46.39,54.15,78,0
57.79,65.26,95,0
55.37,55.47,88,0
39.39,79.18,66,0
44.77,58.9,93,0
32.63,56.88,70,0
36.39,57.33,75,0
44.4,65.79,63,0
48.5,50.37,58,0
51.79,62.43,99,0
40.7,73.2,76,0
38.7,55.8,60,0
32.11,78.94,67,0
40.17,73.02,68,0
56.46,84.71,80,0
38.5,65.16,75,0
56.86,84.43,97,0
40.66,80.63,89,0
57.68,78.66,57,0
32.6,56.36,52,0
49.61,79.33,53,0
43.72,62.97,70,0
31.39,82.76,77,0
54.01,77.66,88,0
39.27,75.79,83,0
35.84,51.32,53,0
58.3,60.21,94,0
56.18,64.42,88,0
43.42,78.87,76,0
36.31,51.32,62,0
48.93,57.07,87,0
57.87,60.0,50,0
38.27,60.67,81,0
52.15,82.88,67,0
44.85,67.2,62,0
44.24,83.85,92,0
38.37,56.27,68,0
40.49,65.36,89,0
56.48,50.74,79,0
48.57,73.37,86,0
33.23,56.78,98,0
49.21,61.52,68,0
45.14,71.86,51,0
30.01,67.36,66,0
41.71,50.95,85,0
41.38,52.91,89,0
30.74,68.0,73,0
46.7,62.88,99,0
58.16,68.32,86,0
44.34,68.12,84,0
38.53,76.28,74,0
49.37,83.52,78,0
41.97,83.21,63,0
55.94,64.53,50,0
44.63,64.19,83,0
49.02,79.76,69,0
40.74,81.06,60,0
57.29,62.48,90,0
49.09,77.08,87,0
32.37,56.07,71,0
59.95,72.49,63,0
42.37,74.79,89,0
48.65,74.43,58,0
56.49,84.53,95,0
44.56,63.42,100,0
45.01,61.66,80,0
33.71,74.41,86,0
38.89,66.45,80,0
57.74,73.61,94,0
30.02,72.68,50,0
56.77,71.97,78,0
42.82,53.81,56,0
42.53,77.84,72,0
33.11,63.1,69,0
53.25,61.14,56,0
46.23,75.81,64,0
53.08,79.13,97,0
36.78,71.0,88,0
35.62,52.0,77,0
56.04,72.93,64,0
39.4,50.66,86,0
34.06,64.91,60,0
39.21,65.26,66,0
35.49,51.29,77,0
51.35,59.03,55,0
50.33,57.92,81,0
34.34,61.15,98,0
55.57,53.1,57,0
33.7,53.44,73,0
46.88,78.88,67,0
59.92,76.55,95,0
57.1,56.41,80,0
36.8,55.12,65,0
39.08,73.37,92,0
52.04,79.07,50,0
38.33,65.08,50,0
42.86,65.98,80,0
49.37,69.2,96,0
56.18,70.29,89,0
42.98,77.17,82,0
47.23,67.12,75,0
49.4,59.03,73,0
31.51,55.82,58,0
32.3,67.85,96,0
56.19,62.35,90,0
55.0,72.42,85,0
50.41,81.5,68,0
33.59,53.03,98,0
46.12,60.48,87,0
45.94,77.42,77,0
58.84,68.0,93,0
37.17,77.29,83,0
46.72,57.31,75,0
46.09,81.9,71,0
56.26,81.89,99,0
33.44,55.7,76,0
39.42,65.85,94,0
57.75,83.77,55,0
47.77,75.16,93,0
41.57,69.58,50,0
58.23,55.12,78,0
58.23,74.3,60,0
54.24,66.26,97,0
56.28,72.01,86,0
34.57,75.15,85,0
49.07,52.83,100,0
41.84,58.31,85,0
34.84,56.44,60,0
35.24,79.49,66,0
51.77,72.8,78,0
44.05,66.74,85,0
41.78,67.58,52,0
34.73,75.68,84,0
58.57,66.0,75,0
35.42,65.33,95,0
53.65,69.87,72,0
56.75,50.2,75,0
56.43,60.94,79,0
39.38,82.82,69,0
53.18,78.81,50,0
50.47,84.85,86,0
52.61,53.2,88,0
47.74,68.91,58,0
40.75,69.62,82,0
50.31,75.28,85,0
53.34,84.86,72,0
44.06,68.19,56,0
35.48,63.39,50,0
32.98,81.93,69,0
39.09,84.29,73,0
35.17,79.22,61,0
55.45,59.68,61,0
39.01,51.24,53,0
30.51,67.85,81,0
34.25,79.78,84,0
35.84,78.47,66,0
47.14,51.86,71,0
37.47,63.79,81,0
39.69,51.25,84,0
30.98,62.06,97,0
35.6,67.35,83,0
53.79,78.68,51,0
44.72,80.2,92,0
44.38,66.13,70,0
48.2,70.14,52,0
52.45,50.26,86,0
35.02,59.95,81,0
44.4,71.38,86,0
39.87,52.69,70,0
49.33,50.07,51,0
32.23,76.59,67,0
40.71,57.16,54,0
42.0,60.42,98,0
59.06,57.8,93,0
42.16,83.99,83,0
47.78,82.06,95,0
59.92,50.9,85,0
32.72,70.36,96,0
31.66,64.28,50,0
51.35,57.97,51,0
52.99,79.67,75,0
44.2,67.41,73,0
36.46,65.94,55,0
40.94,52.71,52,0
40.53,54.26,81,0
48.23,78.99,97,0
47.5,83.47,56,0
57.5,56.01,86,0
35.59,71.16,70,0
32.21,57.98,96,0
34.54,65.05,50,0
59.27,69.4,85,0
52.23,76.15,86,0
36.3,73.07,87,0
49.09,84.28,66,0
50.0,79.28,90,0
56.31,80.36,93,0
39.38,64.97,64,0
58.29,75.27,93,0
47.49,80.41,99,0
49.18,80.02,70,0
54.53,71.35,100,0
45.93,68.13,50,0
43.99,76.01,84,0
36.7,56.51,91,0
36.11,56.64,79,0
49.15,65.01,81,0
34.56,65.17,88,0
31.4,77.64,76,0
54.84,58.57,89,0
57.47,67.18,87,0
54.87,68.42,74,0
53.49,56.52,79,0
52.61,60.97,85,0
51.53,66.95,85,0
43.02,52.15,83,0
42.66,73.26,69,0
50.99,52.78,88,0
55.15,64.92,50,0
30.15,51.27,72,0
51.92,50.82,80,0
38.24,52.14,85,0
44.38,61.78,72,0
31.81,55.0,93,0
32.17,54.61,98,0
42.6,58.82,79,0
49.27,60.5,64,0
52.4,60.77,78,0
32.87,79.35,67,0
41.67,74.32,86,0
56.86,76.49,72,0
38.41,61.2,78,0
53.71,73.94,70,0
38.79,52.25,68,0
33.17,61.77,96,0
46.37,55.68,80,0
53.2,65.45,64,0
55.11,84.79,73,0
35.66,70.71,77,0
47.82,51.76,71,0
49.4,82.5,54,0
56.27,54.81,52,0
30.75,79.28,56,0
32.74,69.38,57,0
55.9,82.98,73,0
40.99,50.17,73,0
39.31,70.17,84,0
48.51,53.9,62,0
42.33,53.34,58,0
53.01,60.22,57,0
50.91,61.8,61,0
49.68,75.94,99,0
33.12,81.03,96,0
36.01,61.51,71,0
30.02,69.38,72,0
33.28,62.24,66,0
34.55,79.32,77,0
41.63,58.53,78,0
50.94,55.96,66,0
48.87,72.25,77,0
40.69,74.9,65,0
44.1,71.22,88,0
43.43,76.1,87,0
38.82,52.74,85,0
55.34,77.85,79,0
56.33,56.08,61,0
30.63,74.8,68,0
53.88,70.81,55,0
51.17,74.76,88,0
44.88,72.9,87,0
39.24,67.97,92,0
33.37,80.7,55,0
48.27,77.79,92,0
58.69,71.83,91,0
34.61,75.12,50,0
35.72,50.9,96,0
49.6,51.69,85,0
30.08,84.87,94,0
59.27,57.38,92,0
37.47,72.65,50,0
43.12,74.63,92,0
32.3,78.69,95,0
58.06,59.8,80,0
38.03,83.1,66,0
30.49,55.7,92,0
43.42,72.66,62,0
55.95,78.36,67,0
54.39,63.68,63,0
37.1,50.78,62,0
44.37,73.41,53,0
44.75,63.81,83,0
44.76,76.45,83,0
36.04,72.79,80,0
43.32,81.23,82,0
41.61,62.77,95,0
55.31,70.44,93,0
39.53,59.91,97,0
45.25,59.17,52,0
39.23,73.58,77,0
33.5,58.19,78,0
38.88,62.66,53,0
43.65,63.37,85,0
52.36,77.51,98,0
57.63,67.63,87,0
53.68,50.35,50,0
39.24,74.75,63,0
49.29,54.12,81,0
59.28,73.88,84,0
53.92,50.2,62,0
39.32,51.29,77,0
30.02,68.53,61,0
39.56,65.44,81,0
39.36,73.26,76,0
46.23,83.4,63,0
35.39,71.81,83,0
44.24,67.58,98,0
45.22,73.81,74,0
39.1,68.21,55,0
38.53,53.34,72,0
36.72,64.01,55,0
59.33,63.25,92,0
37.02,50.81,58,0
36.96,62.25,71,0
57.27,79.54,66,0
54.47,56.01,69,0
38.45,71.11,58,0
35.09,72.0,88,0
36.92,58.84,85,0
39.32,58.01,70,0
44.0,84.58,71,0
55.08,59.02,97,0
44.21,74.53,71,0
57.82,73.36,79,0
49.73,55.38,51,0
48.83,66.34,75,0
33.07,57.78,66,0
43.59,81.94,78,0
34.76,75.44,95,0
40.43,52.54,78,0
39.57,51.87,63,0
48.06,73.46,74,0
51.42,68.95,93,0
53.5,74.78,75,0
42.53,54.68,96,0
52.55,77.69,68,0
51.08,50.04,58,0
31.69,67.26,74,0
39.04,63.81,93,0
45.04,64.73,58,0
37.29,69.02,99,0
30.01,84.86,60,0
48.5,55.07,55,0
46.9,68.04,88,0
37.82,54.65,63,0
51.22,65.01,58,0
45.6,76.29,77,0
47.02,78.39,52,0
52.89,79.15,59,0
58.01,54.13,64,0
55.57,59.21,75,0
41.73,54.57,97,0
56.27,69.12,60,0
38.34,55.18,69,0
45.1,61.46,55,0
38.51,82.55,99,0
33.08,50.14,94,0
53.01,50.45,85,0
34.66,56.26,63,0
57.29,78.95,54,0
32.2,59.38,87,0
54.13,60.79,85,0
39.71,51.29,86,0
44.84,60.62,81,0
55.23,58.44,76,0
42.06,77.26,54,0
49.14,58.47,66,0
31.38,53.45,82,0
36.09,55.66,55,0
37.31,84.25,71,0
45.84,72.01,89,0
35.21,60.53,83,0
36.08,76.79,55,0
39.65,70.29,76,0
49.88,72.23,95,0
41.93,80.66,79,0
35.6,56.63,78,0
55.25,66.82,92,0
35.3,80.7,76,0
50.16,51.95,60,0
38.8,59.42,53,0
46.59,62.8,52,0
50.91,61.21,76,0
41.91,70.93,99,0
53.04,52.68,66,0
51.68,77.36,77,0
56.52,63.76,53,0
46.04,55.28,67,0
53.58,82.64,76,0
48.12,75.84,51,0
54.29,61.8,100,0
57.28,78.06,70,0
45.17,66.19,79,0
50.97,58.89,60,0
54.03,80.48,59,0
49.58,77.78,61,0
42.39,59.78,59,0
50.01,51.27,56,0
54.6,54.3,85,0
32.66,60.57,77,0
36.57,65.35,56,0
41.85,57.18,68,0
44.19,69.45,87,0
30.5,55.22,86,0
58.16,74.7,53,0
39.97,61.3,55,0
34.57,66.75,87,0
47.26,58.1,52,0
52.0,57.74,90,0
44.88,56.71,57,0
54.5,76.78,52,0
30.17,67.33,54,0
58.98,75.51,95,0
42.45,63.93,91,0
53.19,75.51,87,0
39.3,64.79,86,0
42.26,69.55,84,0
51.61,58.97,66,0
47.1,63.07,89,0
51.42,57.04,94,0
47.98,52.06,93,0
50.31,66.95,50,0
33.43,67.38,99,0
52.69,51.79,85,0
48.11,59.41,86,0
42.45,69.54,90,0
55.08,59.66,98,0
51.6,62.74,80,0
40.55,73.76,54,0
43.29,53.97,77,0
38.48,55.33,65,0
53.49,57.41,69,0
41.81,53.52,79,0
45.02,63.28,54,0
32.59,72.92,51,0
39.58,51.69,56,0
31.41,68.12,81,0
56.35,65.78,88,0
56.56,71.42,76,0
36.17,57.35,65,0
55.6,81.27,73,0
33.54,64.33,82,0
41.39,69.74,55,0
40.93,72.68,85,0
49.52,64.87,100,0
32.84,51.13,55,0
32.67,53.44,81,0
37.55,54.42,74,0
36.66,81.09,95,0
58.93,70.88,78,0
58.4,84.01,93,0
59.57,79.0,60,0
34.91,77.31,58,0
54.4,59.76,71,0
35.78,75.54,51,0
53.97,65.18,62,0
58.76,67.04,82,0
51.51,76.26,73,0
58.03,58.76,92,0
53.32,67.92,52,0
50.47,70.25,50,0
30.18,62.13,79,0
43.1,57.94,89,0
35.15,60.65,70,0
31.98,80.62,71,0
39.17,53.74,96,0
38.65,66.5,54,0
36.39,62.84,79,0
54.16,70.13,64,0
34.87,82.19,55,0
53.58,62.94,52,0
57.48,52.15,99,0
51.32,51.9,87,0
53.18,79.56,63,0
50.95,75.41,70,0
32.36,53.07,66,0
57.08,61.53,71,0
46.14,54.05,79,0
37.21,79.76,68,0
47.17,62.34,74,0
30.34,77.79,86,0
56.22,51.96,67,0
46.77,75.38,97,0
33.58,76.38,93,0
47.26,62.86,70,0
30.4,71.61,64,0
54.04,75.76,90,0
47.62,61.18,74,0
55.23,62.28,71,0
36.84,63.77,99,0
55.57,58.44,50,0
32.64,72.87,63,0
50.26,70.87,100,0
59.62,81.69,54,0
41.45,52.26,82,0
44.68,67.88,86,0
43.05,59.97,91,0
50.03,83.12,54,0
40.42,77.49,93,0
56.51,56.06,52,0
41.4,83.1,56,0
34.24,65.9,71,0
38.04,73.95,81,0
44.32,65.57,99,0
43.18,84.46,100,0
45.14,78.27,77,0
54.38,63.84,65,0
48.93,66.89,70,0
55.3,79.75,84,0
42.41,53.09,61,0
59.88,65.51,71,0
43.56,55.12,99,0
43.46,76.73,82,0
33.01,60.22,57,0
43.52,71.43,65,0
47.09,71.26,97,0
55.08,78.77,83,0
40.06,70.01,76,0
35.08,52.6,55,0
49.92,75.23,85,0
34.99,81.12,71,0
35.29,71.5,75,0
47.68,55.46,65,0
55.32,62.03,68,0
37.7,71.35,63,0
32.28,83.31,57,0
41.7,80.47,62,0
40.88,68.21,68,0
57.68,55.86,87,0
58.61,70.25,84,0
43.95,70.12,99,0
40.16,83.95,81,0
44.31,83.65,61,0
32.15,76.56,100,0
40.69,60.67,55,0
50.47,81.15,91,0
41.63,60.57,60,0
45.33,75.52,77,0
48.86,54.49,74,0
47.72,84.19,89,0
49.83,63.83,100,0
50.01,54.13,51,0
40.53,82.88,82,0
48.94,55.26,98,0
51.39,56.78,61,0
39.65,82.05,85,0
53.57,79.37,96,0
32.54,72.71,54,0
41.61,50.59,56,0
35.19,62.89,56,0
38.0,62.6,69,0
37.74,72.41,70,0
40.03,83.66,61,0
48.45,51.56,53,0
35.14,68.46,56,0
48.08,60.34,99,0
43.37,59.0,71,0
53.26,78.24,85,0
58.0,78.4,56,0
39.7,71.32,88,0
52.83,53.82,92,0
59.45,75.96,83,0
30.94,69.54,59,0
47.82,57.13,89,0
44.09,65.28,89,0
49.32,83.69,58,0
42.83,79.8,66,0
45.85,69.84,94,0
57.57,78.41,92,0
41.72,77.87,80,0
40.93,62.53,83,0
35.4,50.59,53,0
38.96,56.96,71,0
32.73,75.11,82,0
38.06,76.27,86,0
58.65,54.24,74,0
44.7,75.81,58,0
49.88,50.94,53,0
40.61,55.22,58,0
41.94,80.88,91,0
39.98,60.11,67,0
49.1,62.14,75,0
49.9,62.71,85,0
41.9,56.87,79,0
51.0,61.39,99,0
31.14,83.51,71,0
46.9,50.89,98,0
50.42,69.78,76,0
51.19,76.5,62,0
46.25,82.45,59,0
45.2,54.13,90,0
35.68,61.68,75,0
34.12,75.73,56,0
57.08,63.34,89,0
45.33,80.45,54,0
32.63,50.6,54,0
37.73,59.29,95,0
40.09,59.17,57,0
40.62,81.21,91,0
43.33,55.7,60,0
49.25,70.86,68,0
39.41,65.81,89,0
42.12,64.81,53,0
31.38,84.02,65,0
48.11,67.15,64,0
34.16,63.58,100,0
50.36,56.3,60,0
55.19,70.85,82,0
31.16,70.66,60,0
32.78,68.84,79,0
31.8,50.26,84,0
54.48,78.54,71,0
50.18,73.94,70,0
43.86,57.8,78,0
44.93,54.38,93,0
30.15,75.0,99,0
32.05,83.03,99,0
52.64,78.26,69,0
42.59,66.01,63,0
48.63,56.27,79,0
35.84,84.85,87,0
33.6,58.27,66,0
45.63,58.13,61,0
47.3,81.37,89,0
47.73,64.28,50,0
44.77,59.38,63,0
37.29,83.31,89,0
48.38,79.65,68,0
38.85,51.4,90,0
31.45,65.1,54,0
35.23,72.57,58,0
54.74,65.03,90,0
49.07,57.75,66,0
37.17,66.51,91,0
32.63,59.57,68,0
34.27,58.43,88,0
53.63,79.65,50,0
44.28,77.54,86,0
50.99,73.39,94,0
33.27,58.58,89,0
36.22,52.92,50,0
55.68,66.09,55,0
41.68,50.15,64,0
34.6,58.45,77,0
32.72,83.1,75,0
38.82,58.2,96,0
59.22,56.74,79,0
42.49,60.04,93,0
38.92,72.81,50,0
49.99,74.03,83,0
37.18,64.81,69,0
57.9,79.12,53,0
58.93,51.59,72,0
47.18,52.62,77,0
56.39,61.58,96,0
52.52,55.26,89,0
49.38,83.31,51,0
50.92,67.52,97,0
47.46,79.71,100,0
52.97,59.01,90,0
52.59,62.75,52,0
42.43,70.31,63,0
31.07,62.2,65,0
51.61,50.07,64,0
42.73,72.34,60,0
48.0,82.03,53,0
56.97,81.4,70,0
56.61,64.99,52,0
33.0,53.55,70,0
43.79,73.65,61,0
58.55,64.3,61,0
50.58,65.33,69,0
56.08,73.5,92,0
33.8,73.0,75,0
31.29,65.25,67,0
51.16,66.72,76,0
36.91,82.61,92,0
48.86,54.16,87,0
57.03,82.98,73,0
36.81,58.72,90,0
40.2,74.65,64,0
32.4,68.78,98,0
42.84,69.23,97,0
46.68,80.83,75,0
35.69,79.56,87,0
34.12,71.22,72,0
37.63,67.81,60,0
48.77,84.16,50,0
49.6,60.56,51,0
50.26,84.9,93,0
41.45,50.46,70,0
30.79,61.2,64,0
53.97,56.07,70,0
47.96,54.39,84,0
52.23,53.0,87,0
33.71,52.55,99,0
41.23,70.06,78,0
53.42,82.77,86,0
47.38,61.28,68,0
38.94,71.73,99,0
51.74,78.61,100,0
37.93,56.14,72,0
34.99,69.93,54,0
30.74,79.84,52,0
35.57,67.99,89,0
50.99,65.18,79,0
59.15,78.32,95,0
57.07,57.31,71,0
46.93,74.24,99,0
33.51,51.99,75,0
51.02,50.15,85,0
55.29,60.93,85,0
32.08,69.31,96,0
57.88,64.91,58,0
48.43,60.31,92,0
39.86,64.51,51,0
33.16,53.94,94,0
34.28,84.96,62,0
30.89,67.88,92,0
49.45,78.76,98,0
51.35,50.38,79,0
44.71,82.73,96,0
41.03,58.37,59,0
37.47,63.77,73,0
51.98,78.0,58,0
53.58,76.82,80,0
43.94,59.63,66,0
51.42,60.91,92,0
56.62,67.2,55,0
59.68,61.64,58,0
49.52,57.67,53,0
38.14,75.74,91,0
43.19,69.38,61,0
34.88,76.98,81,0
42.49,62.59,67,0
52.27,69.24,95,0
58.51,81.98,85,0
51.44,67.78,85,0
37.27,70.78,83,0
32.99,80.95,75,0
58.91,57.24,83,0
54.97,59.42,83,0
50.58,79.54,74,0
50.28,51.38,59,0
32.13,84.83,65,0
57.32,80.44,70,0
52.1,74.59,68,0
33.97,60.75,73,0
33.94,57.74,54,0
49.25,68.86,71,0
48.47,65.65,65,0
32.14,80.73,92,0
49.24,57.19,99,0
33.19,71.21,51,0
42.65,74.35,68,0
34.72,65.25,97,0
35.74,83.61,58,0
32.07,64.79,56,0
37.04,58.93,60,0
30.12,83.9,70,0
56.45,83.11,56,0
44.06,84.78,55,0
52.76,54.82,80,0
58.7,76.35,85,0
48.39,51.17,78,0
55.85,53.02,79,0
40.35,83.05,99,0
48.68,72.31,57,0
36.83,61.62,78,0
55.36,70.34,59,0
48.53,82.73,93,0
37.66,69.95,99,0
32.0,64.02,50,0
51.02,51.08,79,0
37.62,55.02,83,0
50.0,55.63,56,0
46.6,67.0,79,0
39.89,74.05,67,0
54.02,71.81,80,0
42.96,79.79,50,0
42.22,82.1,65,0
43.13,64.96,89,0
39.25,83.96,50,0
52.25,79.3,82,0
36.65,63.11,61,0
57.49,74.49,50,0
44.98,57.23,74,0
38.32,76.36,100,0
46.03,72.76,97,0
33.33,57.87,90,0
38.35,84.72,52,0
49.8,73.19,87,0
52.72,68.06,94,0
47.0,70.08,81,0
36.77,50.17,73,0
30.49,83.85,71,0
50.6,56.06,72,0
41.91,76.55,82,0
50.95,60.0,57,0
37.91,66.24,94,0
59.25,76.88,84,0
58.84,75.95,77,0
51.96,66.31,100,0
50.94,82.43,75,0
46.95,56.16,81,0
57.34,64.42,95,0
45.61,53.19,67,0
30.93,78.81,60,0
48.39,81.52,83,0
46.05,60.09,82,0
35.03,62.06,58,0
57.04,62.2,83,0
41.45,63.63,53,0
43.84,77.81,72,0
56.71,56.73,74,0
41.13,64.35,88,0
52.2,76.15,89,0
48.47,68.92,93,0
35.41,51.58,70,0
43.32,63.55,99,0
52.98,69.71,92,0
42.53,68.33,56,0
32.42,83.57,92,0
38.72,80.49,97,0
48.82,56.94,95,0
46.66,83.71,93,0
48.06,82.92,61,0
54.21,82.25,77,0
44.6,58.74,86,0
59.28,53.89,69,0
33.14,63.33,59,0
37.99,74.75,95,0
57.74,62.46,70,0
48.45,68.72,64,0
43.98,70.98,61,0
39.3,59.62,78,0
41.22,57.99,91,0
43.48,69.83,55,0
45.21,72.13,53,0
39.97,53.11,84,0
43.8,59.79,64,0
44.57,74.45,89,0
39.3,82.51,86,0
57.96,54.6,89,0
57.92,69.37,60,0
55.98,50.53,97,0
36.99,77.0,89,0
39.5,75.78,69,0
57.15,68.57,52,0
43.55,70.03,69,0
45.59,78.01,51,0
47.75,66.43,85,0
57.19,61.24,50,0
45.49,52.6,94,0
46.33,53.91,55,0
42.92,83.04,93,0
33.13,66.13,67,0
54.59,71.67,96,0
55.19,77.01,61,0
55.42,53.53,72,0
31.93,68.08,74,0
49.6,80.63,70,0
44.59,84.23,66,0
33.49,56.46,82,0
35.71,70.83,87,0
40.73,50.96,52,0
44.71,61.67,85,0
46.56,78.3,88,0
32.64,53.19,81,0
53.33,61.08,63,0
46.19,51.1,89,0
58.11,53.82,94,0
38.73,79.96,94,0
44.32,79.32,87,0
42.94,64.15,54,0
34.39,84.62,97,0
54.42,62.52,67,0
38.78,79.04,60,0
48.54,70.94,87,0
59.57,75.2,77,0
41.76,70.09,69,0
31.01,80.1,75,0
58.85,80.6,51,0
43.15,73.54,67,0
59.45,75.16,52,0
41.42,84.76,67,0
37.36,65.4,82,0
32.63,83.72,81,0
47.89,74.5,53,0
33.96,64.11,99,0
43.11,53.29,61,0
44.15,82.03,100,0
35.12,65.89,97,0
46.72,60.33,66,0
57.43,56.91,51,0
47.3,54.18,84,0
50.52,56.54,71,0
36.99,55.55,66,0
47.24,77.83,99,0
44.38,83.59,94,0
41.53,59.04,50,0
41.25,82.64,62,0
31.02,77.97,94,0
46.14,61.02,87,0
42.3,62.63,60,0
47.78,62.93,57,0
54.74,51.42,52,0
42.9,74.82,61,0
50.29,71.02,68,0
56.9,78.75,99,0
46.23,69.83,85,0
58.3,52.23,88,0
45.15,54.85,75,0
39.36,78.54,89,0
41.78,62.71,63,0
34.42,67.43,58,0
30.05,53.06,96,0
44.56,68.63,74,0
38.24,50.64,65,0
41.11,73.16,75,0
58.93,84.38,76,0
31.66,67.01,59,0
45.24,58.59,93,0
53.97,78.34,75,0
57.85,72.19,59,0
33.48,71.58,89,0
48.63,58.02,68,0
49.46,72.57,97,0
32.27,56.37,83,0
54.1,81.84,95,0
57.1,62.56,94,0
55.33,84.36,77,0
43.61,79.93,94,0
33.58,62.21,88,0
40.29,55.29,100,0
56.51,60.86,81,0
42.25,50.77,83,0
49.38,55.14,75,0
46.85,69.19,79,0
43.72,53.52,55,0
53.06,58.51,96,0
50.75,50.81,88,0
59.69,53.12,64,0
32.4,79.0,68,0
50.89,62.07,70,0
38.05,51.43,93,0
54.82,71.67,58,0
55.18,53.7,88,0
45.97,72.78,62,0
41.07,77.18,71,0
48.52,73.76,55,0
35.26,84.62,62,0
56.85,51.55,78,0
58.61,82.94,58,0
47.93,84.56,90,0
30.6,76.37,63,0
38.76,77.55,55,0
34.56,60.86,60,0
38.57,62.4,76,0
46.93,68.63,84,0
52.75,76.76,58,0
51.91,71.77,99,0
39.88,69.11,87,0
44.57,82.12,73,0
51.91,84.11,61,0
46.57,56.15,79,0
50.03,65.49,54,0
30.36,56.46,67,0
53.01,67.28,68,0
40.61,73.54,76,0
48.55,82.65,65,0
33.08,62.15,92,0
53.82,72.86,50,0
34.65,70.24,93,0
53.9,50.4,61,0
45.12,66.71,52,0
44.05,66.65,83,0
59.28,53.29,50,0
56.0,52.17,82,0
43.34,53.74,76,0
34.65,66.1,88,0
30.09,51.9,76,0
49.8,63.63,52,0
26.13,54.92,107,0
24.55,65.3,302,0
25.48,64.46,220,0
25.94,68.38,500,0
20.89,59.17,424,0
26.07,60.64,450,0
21.09,69.97,427,0
26.3,66.89,118,0
21.08,60.31,242,0
24.16,51.53,462,0
26.78,63.34,155,0
20.03,63.26,352,0
20.87,63.53,267,0
26.26,67.39,306,0
21.17,66.15,449,0
25.07,55.41,148,0
25.94,65.85,494,0
21.35,50.17,217,0
24.15,60.1,108,0
23.84,57.52,444,0
25.4,59.07,270,0
26.53,50.88,492,0
21.59,56.09,404,0
21.3,65.16,473,0
25.45,52.2,494,0
25.17,54.13,138,0
25.43,61.65,356,0
27.31,55.35,319,0
23.09,68.17,425,0
25.28,62.28,251,0
24.07,60.19,210,0
23.36,51.16,342,0
21.4,66.59,426,0
26.26,68.65,371,0
20.73,62.46,454,0
24.79,56.47,382,0
25.9,64.32,152,0
22.46,51.48,370,0
22.06,68.87,291,0
25.52,68.14,434,0
26.58,52.39,129,0
20.73,56.58,464,0
26.33,50.35,398,0
20.71,59.39,261,0
27.2,51.55,406,0
27.8,69.51,125,0
23.34,58.67,485,0
25.41,60.39,161,0
25.75,50.67,415,0
22.62,69.78,337,0
20.36,53.59,345,0
21.09,62.29,357,0
21.18,50.1,401,0
24.15,55.36,298,0
26.95,53.46,222,0
24.15,51.83,109,0
26.55,56.24,390,0
27.79,56.86,125,0
20.02,51.84,147,0
27.1,66.98,185,0
27.2,68.32,289,0
27.84,54.77,415,0
22.68,55.42,217,0
22.8,56.06,405,0
24.1,60.14,307,0
27.47,62.12,401,0
26.01,55.16,286,0
27.22,60.71,197,0
20.69,56.0,190,0
22.8,60.36,133,0
21.43,64.2,230,0
26.01,56.17,295,0
25.37,67.27,239,0
23.32,53.66,138,0
20.34,65.68,449,0
21.75,52.83,132,0
26.34,53.39,300,0
20.19,66.48,434,0
22.52,57.79,290,0
27.79,63.63,255,0
25.94,68.15,427,0
25.04,52.63,227,0
27.34,57.83,223,0
24.17,61.53,401,0
21.86,58.35,387,0
24.98,57.88,461,0
23.39,66.99,348,0
26.66,63.11,226,0
20.34,64.95,343,0
24.98,57.71,363,0
20.17,61.34,263,0
20.78,64.27,374,0
21.34,66.71,277,0
20.07,57.81,376,0
27.94,66.84,387,0
27.19,62.52,377,0
22.56,59.0,338,0
22.8,62.24,187,0
24.41,54.99,330,0
20.79,66.63,221,0
20.98,68.65,237,0
23.99,59.73,462,0
24.28,68.68,181,0
25.39,61.42,353,0
21.69,65.52,432,0
25.98,55.62,276,0
20.27,56.77,152,0
25.86,62.45,176,0
26.17,62.94,358,0
26.13,53.43,311,0
21.48,55.41,285,0
21.81,59.01,131,0
22.83,50.77,422,0
21.98,57.56,195,0
22.56,67.71,327,0
26.56,63.22,203,0
24.05,50.22,391,0
